,Date,Team,Popularity,MonthNum,pred,Season,W,L,W.L.,Finish,Playoffs,Top WS,IndPlayoffs,PO_diff,NP_diff,Bandwagon,Market,Size,pred_by_pop,diff,Succ_Cat,DarkHorseDiff,FavoriteDiff,ContenderDiff,BWScore
538,6/1/18,BostonCeltics,7,6,7.696618538,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,6.797857059,-0.696618538,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
539,7/1/18,BostonCeltics,6,7,6.665835916,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,5.669526468,-0.665835916,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
540,8/1/18,BostonCeltics,3,8,4.866755713,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,3.81352049,-1.866755713,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
541,9/1/18,BostonCeltics,4,9,4.686580994,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,3.624841587,-0.686580994,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
542,10/1/18,BostonCeltics,9,10,6.906868306,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,5.941502598,2.093131694,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
543,11/1/18,BostonCeltics,10,11,7.931901869,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,6.976488315,2.068098131,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
544,12/1/18,BostonCeltics,10,12,7.859810205,2017,29,10,0.744,1,Lost Conf. Finals,K. IrvingåÊ(5.7),No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,6.91978413,2.140189795,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
545,1/1/19,BostonCeltics,10,1,NA,2018,NA,NA,NA,NA,Lost Conf. Finals,NA,No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,NA,NA,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
546,2/1/19,BostonCeltics,12,2,NA,2018,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,-0.15325031,0.675605018,-0.828855328,Boston,2365000,NA,NA,Dark Horse,1.864631856,-3.374511313,3.451432272,-1.787710897
547,1/1/04,CharlotteHornets,0,1,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
548,2/1/04,CharlotteHornets,0,2,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
549,3/1/04,CharlotteHornets,0,3,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
550,4/1/04,CharlotteHornets,1,4,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
551,5/1/04,CharlotteHornets,1,5,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
552,6/1/04,CharlotteHornets,2,6,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
553,7/1/04,CharlotteHornets,1,7,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
554,8/1/04,CharlotteHornets,1,8,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
555,9/1/04,CharlotteHornets,1,9,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
556,10/1/04,CharlotteHornets,1,10,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
557,11/1/04,CharlotteHornets,2,11,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
558,12/1/04,CharlotteHornets,1,12,NA,2003,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
559,1/1/05,CharlotteHornets,1,1,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
560,2/1/05,CharlotteHornets,1,2,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
561,3/1/05,CharlotteHornets,1,3,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
562,4/1/05,CharlotteHornets,1,4,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
563,5/1/05,CharlotteHornets,0,5,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
564,6/1/05,CharlotteHornets,1,6,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
565,7/1/05,CharlotteHornets,1,7,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
566,8/1/05,CharlotteHornets,1,8,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
567,9/1/05,CharlotteHornets,1,9,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
568,10/1/05,CharlotteHornets,1,10,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
569,11/1/05,CharlotteHornets,2,11,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
570,12/1/05,CharlotteHornets,2,12,NA,2004,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
571,1/1/06,CharlotteHornets,2,1,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
572,2/1/06,CharlotteHornets,1,2,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
573,3/1/06,CharlotteHornets,1,3,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
574,4/1/06,CharlotteHornets,1,4,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
575,5/1/06,CharlotteHornets,1,5,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
576,6/1/06,CharlotteHornets,1,6,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
577,7/1/06,CharlotteHornets,1,7,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
578,8/1/06,CharlotteHornets,1,8,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
579,9/1/06,CharlotteHornets,1,9,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
580,10/1/06,CharlotteHornets,1,10,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
581,11/1/06,CharlotteHornets,2,11,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
582,12/1/06,CharlotteHornets,2,12,NA,2005,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
583,1/1/07,CharlotteHornets,1,1,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
584,2/1/07,CharlotteHornets,1,2,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
585,3/1/07,CharlotteHornets,1,3,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
586,4/1/07,CharlotteHornets,1,4,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
587,5/1/07,CharlotteHornets,1,5,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
588,6/1/07,CharlotteHornets,1,6,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
589,7/1/07,CharlotteHornets,1,7,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
590,8/1/07,CharlotteHornets,1,8,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
591,9/1/07,CharlotteHornets,1,9,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
592,10/1/07,CharlotteHornets,1,10,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
593,11/1/07,CharlotteHornets,1,11,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
594,12/1/07,CharlotteHornets,1,12,NA,2006,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
595,1/1/08,CharlotteHornets,1,1,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
596,2/1/08,CharlotteHornets,1,2,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
597,3/1/08,CharlotteHornets,1,3,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
598,4/1/08,CharlotteHornets,1,4,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
599,5/1/08,CharlotteHornets,2,5,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
600,6/1/08,CharlotteHornets,1,6,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
601,7/1/08,CharlotteHornets,1,7,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
602,8/1/08,CharlotteHornets,1,8,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
603,9/1/08,CharlotteHornets,1,9,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
604,10/1/08,CharlotteHornets,1,10,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
605,11/1/08,CharlotteHornets,1,11,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
606,12/1/08,CharlotteHornets,1,12,NA,2007,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
607,1/1/09,CharlotteHornets,1,1,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
608,2/1/09,CharlotteHornets,1,2,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
609,3/1/09,CharlotteHornets,1,3,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
610,4/1/09,CharlotteHornets,1,4,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
611,5/1/09,CharlotteHornets,0,5,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
612,6/1/09,CharlotteHornets,1,6,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
613,7/1/09,CharlotteHornets,1,7,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
614,8/1/09,CharlotteHornets,1,8,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
615,9/1/09,CharlotteHornets,1,9,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
616,10/1/09,CharlotteHornets,1,10,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
617,11/1/09,CharlotteHornets,1,11,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
618,12/1/09,CharlotteHornets,1,12,NA,2008,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
619,1/1/10,CharlotteHornets,1,1,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
620,2/1/10,CharlotteHornets,1,2,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
621,3/1/10,CharlotteHornets,1,3,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
622,4/1/10,CharlotteHornets,1,4,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
623,5/1/10,CharlotteHornets,0,5,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
624,6/1/10,CharlotteHornets,1,6,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
625,7/1/10,CharlotteHornets,1,7,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
626,8/1/10,CharlotteHornets,1,8,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
627,9/1/10,CharlotteHornets,1,9,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
628,10/1/10,CharlotteHornets,1,10,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
629,11/1/10,CharlotteHornets,1,11,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
630,12/1/10,CharlotteHornets,1,12,NA,2009,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
631,1/1/11,CharlotteHornets,1,1,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
632,2/1/11,CharlotteHornets,2,2,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
633,3/1/11,CharlotteHornets,1,3,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
634,4/1/11,CharlotteHornets,3,4,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
635,5/1/11,CharlotteHornets,1,5,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
636,6/1/11,CharlotteHornets,1,6,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
637,7/1/11,CharlotteHornets,1,7,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
638,8/1/11,CharlotteHornets,1,8,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
639,9/1/11,CharlotteHornets,1,9,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
640,10/1/11,CharlotteHornets,0,10,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
641,11/1/11,CharlotteHornets,0,11,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
642,12/1/11,CharlotteHornets,2,12,NA,2010,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
643,1/1/12,CharlotteHornets,2,1,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
644,2/1/12,CharlotteHornets,2,2,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
645,3/1/12,CharlotteHornets,1,3,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
646,4/1/12,CharlotteHornets,2,4,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
647,5/1/12,CharlotteHornets,1,5,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
648,6/1/12,CharlotteHornets,2,6,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
649,7/1/12,CharlotteHornets,2,7,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
650,8/1/12,CharlotteHornets,1,8,NA,2011,NA,NA,NA,NA,Did Not Make Playoffs,NA,No Playoffs,0.228805659,-0.193588814,0.422394473,Charlotte,1130000,NA,NA,Dark Horse,-0.39671393,0,0,0.39671393
